source,target,source_name,target_name
1.32824e+18,9.27522e+17,Siska34541966,ichaswe
1.52496e+18,1.36191e+18,riri3189,maduraindo04
1.52495e+18,1.36191e+18,tire920,maduraindo04
414703617.0,17128975.0,gyan_cassandra,CNNIndonesia
1.41826e+18,1.3721e+18,Nusantara_02,GeraltRivians
1.27187e+18,540622265.0,Dovpo_official,uzaroedjanto
1.48776e+18,1.39955e+18,AnnisaP26613914,IKNnusantaraID
429080530.0,570872480.0,fznamr,id_fm
1.45843e+18,18129942.0,DianGondokusumo,tempodotco
1.38117e+18,1.13152e+18,buat_gaming,fickyisfhn
193114191.0,947281567.0,aqbastian,panditfootball
1.23558e+18,1.22293e+18,yamikillua,idextratime
349113887.0,1.04272e+18,antonwaan,garagarabola_
1.52111e+18,1.29136e+18,urboyfriieend,xxviizzz
4332996433.0,228979127.0,dendy_masyee,awfannnn
282971013.0,1.04272e+18,erirendy5,garagarabola_
1.48761e+18,3166225146.0,wkwkwina,san_ozil
1.52495e+18,1.52493e+18,tire920,chita_toe
1.52495e+18,1.52493e+18,bire212,chita_toe
9.84696e+17,1.35657e+18,anjaniriani28,adityarahman129
1.52496e+18,1.52493e+18,riri3189,chita_toe
1.52713e+18,1.52493e+18,dire750,chita_toe
1.26274e+18,1.07886e+18,_wahwahyuni,maximawandamoff
1.35657e+18,1.03728e+18,BimaNooor,princes66934439
1.35878e+18,1.35882e+18,HitsIndonesia_,ON_Trending89
1.48437e+18,353558175.0,gyujh06606181,NatureApproach
1.5166e+18,353558175.0,namsyurdn,NatureApproach
1.51228e+18,353558175.0,bay_uIII,NatureApproach
1.48696e+18,353558175.0,ramdani0348,NatureApproach
295136386.0,7.65035e+17,HendroHartono,IndiHomeCare
1.51194e+18,413888550.0,jumaallaa,abangbelneg
1539835950.0,1502481907.0,lachimolala_ya,desindahpurnama
1.48407e+18,1.39955e+18,bilqizameliani,IKNnusantaraID
1.51194e+18,1.1688e+18,juliaarrtt,ElvinaNara
416864388.0,1.45775e+18,Eexyz85_,addien90s
1.49956e+18,1.39955e+18,MasaiSuvi,IKNnusantaraID
1.45265e+18,335792589.0,SlametR94239892,geli_alay
1.51082e+18,1.39955e+18,SulisTyyaa,IKNnusantaraID
1.48769e+18,1.39955e+18,BadjaHitamz,IKNnusantaraID
1.4876e+18,1.39955e+18,NandoElyas,IKNnusantaraID
1.50859e+18,1.08432e+18,sinergistone65,Akun___Receh
1.50859e+18,179835283.0,sinergistone65,KemenPU
1.51194e+18,2295629636.0,juliaarrtt,KelestarianAlam
1.49897e+18,413888550.0,SriAsmirah,abangbelneg
1.49905e+18,413888550.0,IgnalZebua,abangbelneg
1.4876e+18,413888550.0,AdheMaradona,abangbelneg
1.47494e+18,8.87744e+17,Mbahhardiman,OposisiCerdas
1.2195e+18,9.34259e+17,TonyFat9,Mars_Sahsa
1.50497e+18,1.28069e+18,HarieIrfan,KarinaDwiRatna1
414703617.0,8.24622e+17,gyan_cassandra,SerambiAzra
1.49977e+18,1.37477e+18,MikhaailTal,syadiah_d
1.51228e+18,413888550.0,bay_uIII,abangbelneg
1.4876e+18,413888550.0,NandoElyas,abangbelneg
105123767.0,9.71412e+17,yodiaris,khalidsyihab_
1.50051e+18,71436318.0,ChabyZaina,KompasTV
1.45754e+18,9.30237e+17,Quinnsha30,BerekClarita
1.48447e+18,922669790.0,ernando_rian,KotaNusantara
1.47839e+18,1.15714e+18,iguruaskid,MKrenthil
1.10647e+18,1.1688e+18,cahyaafiffah,ElvinaNara
1.10647e+18,2295629636.0,cahyaafiffah,KelestarianAlam
1.48407e+18,1.1688e+18,fidasyarifah95,ElvinaNara
1.48406e+18,1.1688e+18,alydrusbella1,ElvinaNara
587567901.0,1.14528e+18,RudiSoekoco,dfirdiansyah1
1.35453e+18,114697372.0,f2s_id,musniumar
1.48447e+18,1.39955e+18,ernando_rian,IKNnusantaraID
1.47494e+18,1.21432e+18,Mbahhardiman,EdiMahaMG
152588744.0,2385926900.0,anto_dm,MARQUEZ__93
1.50836e+18,922669790.0,RakaJeremy3,KotaNusantara
1.50355e+18,922669790.0,DefiJhon,KotaNusantara
1.49707e+18,922669790.0,ArdiRamdona,KotaNusantara
18022527.0,1.10727e+18,pieterpitojo,GeorgeVanMars
1226875580.0,9.53489e+17,SugiKawuloAlit,lelakimusaja
1.34095e+18,1.01474e+18,jodohkimmingyu,gyudyllic
4596933626.0,2156465923.0,sbudir1,yusuf_dumdum
300588255.0,1.11799e+18,Sang_Rajawali,msaid_didu
1.10019e+18,44556194.0,noegrahaha,elisa_jkt
1.48618e+18,1.1688e+18,DessitaHapsari,ElvinaNara
1.49597e+18,1.39955e+18,chainiagwen,IKNnusantaraID
1.50981e+18,186801139.0,EdyLeonardo5,sudjiwotedjo
1.51233e+18,353558175.0,bingobravoo,NatureApproach
1.49896e+18,353558175.0,AnangLord,NatureApproach
1.50698e+18,1.1688e+18,yurikanamnam,ElvinaNara
1.49595e+18,413888550.0,arisyahwan,abangbelneg
1.5113e+18,235931838.0,NUSANTARAperahu,kangdede78
8.93901e+17,1.47494e+18,GheaKulisolaya,Mbahhardiman
1.48776e+18,1.1688e+18,PutraJu57477216,ElvinaNara
1.4953e+18,1.1017e+18,katanya79698297,03__nakula
9.03972e+17,1.33403e+18,gorengankruncy,Kimberley20101
1.24153e+18,137349848.0,boris_hasibuan,panjiraden
1.48962e+18,1417384298.0,Genvine2,NusaLestarie
1.49759e+18,353558175.0,mayajuw33779016,NatureApproach
164378409.0,30201110.0,de_fauzie,alisyarief
1.33254e+18,1.2659e+18,FaigiziduhuNdr5,_MbakSri_
1.49461e+18,2295629636.0,bagushape1,KelestarianAlam
1.40028e+18,1.51416e+18,PepenPurwanto,P3N73L474H
1.13899e+18,1203926900.0,keepithink_crab,RadenKianSayang
1.4855e+18,1.1688e+18,DadangSudirma,ElvinaNara
1.49461e+18,353558175.0,bagushape1,NatureApproach
1.27964e+18,114697372.0,Cintada16,musniumar
1.45189e+18,1.11799e+18,JAKAGELEDEK01,msaid_didu
4002988697.0,3328222849.0,tedynaufal1,Bola_Jakarta
1.09264e+18,1.01459e+18,AryPrasetyo_85,hyang_wisnu
1.51233e+18,1.39955e+18,bingobravoo,IKNnusantaraID
1.50826e+18,1.39955e+18,TamiAndini3,IKNnusantaraID
1.48407e+18,922669790.0,bilqizameliani,KotaNusantara
1.26035e+18,1.11799e+18,WaliAlbanjari,msaid_didu
8.56539e+17,2262545574.0,_selinameyer,blogombal
1.41365e+18,1.01459e+18,masakoyayam,hyang_wisnu
1.31096e+18,62764588.0,delta_10nov,NephiLaxmus
80559922.0,129750289.0,ferizandra,ZAEffendy
1.33333e+18,1.1688e+18,dewisuci510,ElvinaNara
1.49897e+18,922669790.0,SarazLiendha,KotaNusantara
1.49956e+18,353558175.0,MasaiSuvi,NatureApproach
1.50175e+18,922669790.0,RadiGhozali,KotaNusantara
1.48437e+18,922669790.0,gyujh06606181,KotaNusantara
1.48776e+18,922669790.0,AnnisaP26613914,KotaNusantara
1.49759e+18,1.47444e+18,mayajuw33779016,shienthaisme
1.49905e+18,1.39955e+18,IgnalZebua,IKNnusantaraID
1.49957e+18,1.39955e+18,DwinantiKomala,IKNnusantaraID
1.01052e+18,1.19085e+18,Mafifenha,Ratomo_
1.39606e+18,1.39955e+18,dari_papua,IKNnusantaraID
1.48696e+18,922669790.0,ramdani0348,KotaNusantara
1461796651.0,1.2438e+18,aanlegitoro,democrazymedia
1.17224e+18,491904650.0,ridhodwiyyy,erwinadityar
1.48961e+18,2295629636.0,Finatrean,KelestarianAlam
1.48958e+18,1417384298.0,BinaAndreina,NusaLestarie
1.48958e+18,922669790.0,BinaAndreina,KotaNusantara
1.51233e+18,2295629636.0,bingobravoo,KelestarianAlam
1.51224e+18,2295629636.0,9ebbbyyy,KelestarianAlam
1.51194e+18,1417384298.0,juliaarrtt,NusaLestarie
1.51194e+18,922669790.0,jumaallaa,KotaNusantara
1.47967e+18,1.22644e+18,AhliBelajar,keuangannews_id
1.20686e+18,1.49763e+18,chan_dacko,RestyCaayah
1.25755e+18,366987179.0,store_vyrus,jokowi
1.44962e+18,8.47373e+17,JEJEN_79,cnbcindonesia
1.48961e+18,413888550.0,Finatrean,abangbelneg
1.48406e+18,1.39955e+18,alydrusbella1,IKNnusantaraID
576896483.0,1.44384e+18,riswantakdir,misterprepp
1.07343e+18,1.3845e+18,JOHNNYtify,CURSEDSPIRlT
9.11099e+17,65863622.0,cheryy_kim,Poconggg
1.48437e+18,1.39955e+18,EbonyPe12260343,IKNnusantaraID
1.4855e+18,1.39955e+18,DadangSudirma,IKNnusantaraID
1.42899e+18,525931395.0,IndonSilaMati,IrwanCourtesy
734734495.0,1097599812.0,sanetds,GuideforAll
1359559332.0,18129942.0,joe_bon_two,tempodotco
9.62474e+17,1.27679e+18,iron_steel12,AnakLolina2
9.72053e+17,366987179.0,HariadiHatbi,jokowi
1.48408e+18,1.1688e+18,raufin2,ElvinaNara
1.31458e+18,1.3058e+18,KKedunguan,IndonesiaRahayu
1.5072e+18,413888550.0,jungkumkum,abangbelneg
1.49897e+18,413888550.0,moer_joko,abangbelneg
1.33283e+18,103210292.0,WAHIDFD1,AzzamIzzulhaq
1.44375e+18,8.23117e+17,Senja30129727,lastman365214
1.40939e+18,17128975.0,NGatotkaca,CNNIndonesia
1.4909e+18,2905814730.0,FadjarSidik6,abu_waras
1.47174e+18,3319260420.0,OmJack_23,geloraco
123458698.0,2905814730.0,Whisnu606,abu_waras
1.31458e+18,1.33407e+18,KKedunguan,RagilSemar
1323932514.0,1.39678e+18,Sastrofagus,SukmaWi12127725
1.27364e+18,1.33485e+18,Ipank70531718,Mdy_Asmara1701
1.39094e+18,1.33485e+18,padangkota863,Mdy_Asmara1701
199544625.0,17128975.0,blekatze,CNNIndonesia
8.85709e+17,17128975.0,Volvo1717,CNNIndonesia
1.48131e+18,1.2438e+18,Ajudan75,democrazymedia
108646422.0,41730943.0,rachman_bb,VIVAcoid
1333156616.0,8.04501e+17,chevi_hid,ucoxregar
1.10261e+18,1.42876e+18,CakArip9,anaktermudaa
7.78564e+17,1.42876e+18,donsat10,anaktermudaa
1.32521e+18,229293459.0,yuris_tia30,eddputraa
2244161891.0,1.42876e+18,haris_haryogi,anaktermudaa
8.26049e+17,1.25803e+18,koTkacendrawasi,BLACK427704522
1.02969e+18,18129942.0,TaufikA33456182,tempodotco
3075901766.0,8.80019e+17,bsy094,007koteka
1.45878e+18,1.42876e+18,surahman_sh,anaktermudaa
1224830138.0,102938290.0,d2balitour,satriohendri
1.24562e+18,1.42876e+18,SayapJuang,anaktermudaa
1.10747e+18,17128975.0,Adirja7111,CNNIndonesia
723704988.0,1.42876e+18,UpNith,anaktermudaa
1.22175e+18,1.1854e+18,ruangtunggu0354,Nataliaamerta
921213944.0,1.33485e+18,yansapermana70,Mdy_Asmara1701
320731255.0,17128975.0,hardihahaa,CNNIndonesia
77614358.0,69183155.0,royindralesmana,detikcom
3992530572.0,1.46563e+18,RochideP,Obay_Kusut1981
1323932514.0,2307831434.0,Sastrofagus,Gakepikiranap
1.51269e+18,1.33407e+18,gak_aneh,RagilSemar
1.35325e+18,1.42876e+18,Achmad61708980,anaktermudaa
1.47384e+18,105085302.0,ohoxnya2,bachrum_achmadi
1.38143e+18,309508253.0,juhaiman15,fikri_arif
1.38613e+18,1.42876e+18,WindaYa94730983,anaktermudaa
9.70899e+17,3177957847.0,IrvanAUtama1,HelmiFelis_
1.5004e+18,3319260420.0,FathanEzra,geloraco
1.27103e+18,17128975.0,Arfanadib3,CNNIndonesia
1.4999e+18,1.46665e+18,MFajar50539211,papa_loren
1.49845e+18,69183155.0,TaufikGazali65,detikcom
21290699.0,304000892.0,sunjaya,azisPRDT
7.86164e+17,1.42876e+18,morphogofficial,anaktermudaa
1.37956e+18,3319260420.0,TBanjarry,geloraco
363519033.0,17128975.0,AmiHamyus,CNNIndonesia
1.22178e+18,1.34018e+18,Hijauku9,RieGucciano
1.4265e+18,1.27689e+18,SangKetua4,AngelaMoeza
339436825.0,9.07897e+17,JJ_tilu,UyokBack
1.17642e+18,1.36169e+18,a__barrralli23,Andracadabra1
449079211.0,1.36169e+18,TheYoudha,Andracadabra1
1.50133e+18,8.87744e+17,RustamLatifKha1,OposisiCerdas
9.44213e+17,9.07897e+17,kopiairhujan08,UyokBack
1432617439.0,1.33884e+18,HyeYanti,L3laki_5unyi
53192353.0,1.01653e+18,erymobile,Stevaniehuangg
1.28802e+18,17128975.0,semuthitam82,CNNIndonesia
50682651.0,1.42876e+18,zarazettirazr,anaktermudaa
7.47044e+17,1.19723e+18,Introv___,Askrlfess
258282706.0,3319260420.0,Ibam103209,geloraco
1.08914e+18,3177957847.0,J007Prima,HelmiFelis_
1.37726e+18,17128975.0,AwamMakhluk,CNNIndonesia
1.25812e+18,3319260420.0,Betorokolo13,geloraco
1.46966e+18,1.15271e+18,inuyasha1512,JantunGPiisanG
1.47384e+18,1.34018e+18,ohoxnya2,RieGucciano
1.20726e+18,1.01653e+18,YanPanji3,Stevaniehuangg
1.47681e+18,17128975.0,Mohamad19694909,CNNIndonesia
1.48407e+18,1.1688e+18,bilqizameliani,ElvinaNara
1.44674e+18,1200259514.0,RRumbekwan04,ikn_info
1.10647e+18,413888550.0,cahyaafiffah,abangbelneg
2775744720.0,69183155.0,djrestu89,detikcom
1241026982.0,1.04608e+18,afhrzy98,collegemenfess
1.50836e+18,1.39955e+18,RakaJeremy3,IKNnusantaraID
92217812.0,64427031.0,whyprasetyo,gerysaputra
1.49759e+18,2295629636.0,quovino1,KelestarianAlam
1.50826e+18,2295629636.0,TamiAndini3,KelestarianAlam
1.49707e+18,2295629636.0,ArdiRamdona,KelestarianAlam
1.49956e+18,2295629636.0,MasaiSuvi,KelestarianAlam
1.16231e+18,1.04272e+18,dahlah_sabar,garagarabola_
1.48962e+18,413888550.0,Genvine2,abangbelneg
1.2886e+18,1.13229e+18,DewiDyanda,GarengHallu
1.49461e+18,578402484.0,bagushape1,sasasayatusa_
1.50264e+18,3319260420.0,jokoci,geloraco
1.50826e+18,413888550.0,fitriani_tami,abangbelneg
1.48696e+18,1.48963e+18,ramdani0348,Gyabnera
1.48548e+18,1.48957e+18,LusianaHalida,BenuTianw
1.48406e+18,1.48957e+18,alydrusbella1,BenuTianw
1.48961e+18,1.48963e+18,Finatrean,Gyabnera
1.49759e+18,1.39955e+18,sammysubhani,IKNnusantaraID
1.48437e+18,1.39955e+18,SyedaBee3,IKNnusantaraID
1.49897e+18,1.39955e+18,SriAsmirah,IKNnusantaraID
1.01447e+18,1.22772e+18,D__Sappo,sutanmangara
3159853436.0,1.01653e+18,WoDemang,Stevaniehuangg
1.42724e+18,1.43264e+18,Yuyem93,harry_lek
1.40223e+18,379823029.0,pakboi_purel,rickasun09
8.88993e+17,964797378.0,htm_007,LareTimoer
1.24574e+18,1.1984e+18,irfanidris_05,nusantara_one
397673651.0,1.2797e+18,Gerindra,moenthe_
1.48618e+18,52599143.0,DessitaHapsari,Foxid66
1.48407e+18,1039874077.0,bilqizameliani,info_b4ngsa
2466213175.0,3319260420.0,471garong,geloraco
1.48816e+18,1.33688e+18,ZanetaPuthri,manusiagabersa1
1.48408e+18,1.39955e+18,raufin2,IKNnusantaraID
1375226654.0,1.34453e+18,Chan_Lee_Hae,_Qirani__Ayara
1.48548e+18,922669790.0,LusianaHalida,KotaNusantara
9.32916e+17,41730943.0,HullaDae,VIVAcoid
1226875580.0,1.40977e+18,SugiKawuloAlit,haji_dio
1.10647e+18,922669790.0,cahyaafiffah,KotaNusantara
1.33333e+18,922669790.0,dewisuci510,KotaNusantara
1.15823e+18,8.87744e+17,Dwianta56112418,OposisiCerdas
1.40171e+18,1.2438e+18,asmeway,democrazymedia
1.49707e+18,1.09532e+18,ArdiRamdona,OrangBaikMaju
1.49462e+18,413888550.0,JoyoGozali,abangbelneg
1.44933e+18,1.47691e+18,uta41768366,FrankyAnatri
1226875580.0,9.30456e+17,SugiKawuloAlit,barramahardika
1226875580.0,1.45628e+18,SugiKawuloAlit,Yurissa_Samosir
1.10932e+18,1.17831e+18,AinunFatimah20,habibur91486814
1.49707e+18,1.48963e+18,AndriRyogo,Gyabnera
1.47494e+18,3319260420.0,Mbahhardiman,geloraco
2444780268.0,1.33485e+18,Market5tudio,Mdy_Asmara1701
1226875580.0,71436318.0,SugiKawuloAlit,KompasTV
1.4876e+18,922669790.0,AdheMaradona,KotaNusantara
9.08668e+17,8.87744e+17,daemon_ihsan,OposisiCerdas
1.44341e+18,55507370.0,NurdinBudin,tvOneNews
1.46726e+18,55507370.0,HarijonoSe,tvOneNews
1.2778e+18,1.36659e+18,Wow_SongWoogs,Astan_na
1.43161e+18,2363027508.0,saya_adalah2468,PSSI
946363405.0,41730943.0,wellylie99,VIVAcoid
1226875580.0,22126902.0,SugiKawuloAlit,republikaonline
1.37252e+18,1.13525e+18,kodlok,ZeroDemoCRAZY
9.5876e+17,62764588.0,A9NiniGramercy,NephiLaxmus
1.21728e+18,8.87744e+17,JakaAktif,OposisiCerdas
1.4476e+18,947281567.0,RioUchida00,panditfootball
1.31162e+18,842986784.0,kasman_abdya,AgusYudhoyono
1.31162e+18,1.11799e+18,kasman_abdya,msaid_didu
1.31162e+18,18129942.0,kasman_abdya,tempodotco
1.36453e+18,1.44265e+18,sweetcgrrts,matchadanrotii
52307891.0,1.34453e+18,Agus_Purwadi,_Qirani__Ayara
1.50264e+18,1.14243e+18,jokoci,cursedkidd
278039207.0,1.46272e+18,Megatop99,U_HcintaNKRI
1.13267e+18,274895088.0,anabdullah17,lps_idic
1482274573.0,110312278.0,randhilicious,aniesbaswedan
1.25939e+18,1.21115e+18,LordBukan,alextham878
1.32077e+18,1601505026.0,cokelatasliii,your2rl
1.47982e+18,1.45961e+18,TerbangLayangan,LFajjar
1.3877e+18,366987179.0,RizalAsyie,jokowi
2718336037.0,30201110.0,SuwandaBen,alisyarief
59695009.0,44845827.0,friderindualami,hetsaharun
1.50047e+18,1.32559e+18,zulkifl48777634,SaifuddinSay
1126856936.0,50682651.0,Penyajikopi,zarazettirazr
1.47746e+18,379288910.0,SyafriKoto63,pengarang_sajak
1.47494e+18,1.2438e+18,Mbahhardiman,democrazymedia
1.47494e+18,23343960.0,Mbahhardiman,kompascom
850737912.0,452992293.0,BenjaminSetiawa,RamliRizal
1.20983e+18,366987179.0,DayatPondok,jokowi
2687019978.0,1.21531e+18,EngkongSarung,Nderenny
267744157.0,1256945510.0,prabususatya,AnthonyBudiawan
1.24935e+18,1.20764e+18,denni_sauya,p3juangNKRI
1914512449.0,105085302.0,Geusan1,bachrum_achmadi
1.49901e+18,2723509159.0,Diana_26P,Rianti_Putri28
409095213.0,19190361.0,kesepian_ku,NOTASLIMBOY
2687019978.0,1.47992e+18,EngkongSarung,simon_baab
1.24457e+18,1.25942e+18,Gelang_Alit2,FelixMagath6
1.02777e+18,1.28995e+18,Luthfan225,Ndons_Back
1.1717e+18,366987179.0,WiberMelayu6,jokowi
2704190382.0,1.28995e+18,a_ming_tse,Ndons_Back
955894850.0,366987179.0,choivanka,jokowi
1692792962.0,19190361.0,BungRayHasbi,NOTASLIMBOY
1.26237e+18,2963337276.0,Ozy_MoTo,Quvvatt
850737912.0,366987179.0,BenjaminSetiawa,jokowi
1.31303e+18,366987179.0,hidup_di_bumi,jokowi
1.06791e+18,1.35087e+18,garis_luruss,maspiyuaja
1.48865e+18,145291264.0,Ojoklalenya,santabi47
1.47992e+18,19190361.0,simon_baab,NOTASLIMBOY
1.08196e+18,1370954100.0,Faisaltj8,afathngantuk
185494358.0,366987179.0,MonYayasan,jokowi
723969192.0,1.11799e+18,MulyadiMade,msaid_didu
1.44503e+18,366987179.0,FajarExsa2,jokowi
1.2594e+18,183217247.0,PatenSiahaan,budimandjatmiko
760309050.0,124402522.0,picklesyko,gen1031fmsby
495209667.0,366987179.0,dahanisme,jokowi
229316686.0,110312278.0,Shaggy_Solo,aniesbaswedan
1.25542e+18,366987179.0,RobertS26293538,jokowi
2704190382.0,1.09549e+18,a_ming_tse,deezaen
117290954.0,366987179.0,farisagungh,jokowi
1.47494e+18,1.22644e+18,Mbahhardiman,keuangannews_id
7.93692e+17,44556194.0,ramradjab,elisa_jkt
2674103198.0,914111106.0,bacautas,oinaoini
1.40038e+18,366987179.0,EkoPuryanto18,jokowi
940373689.0,1.18354e+18,luekisan,Wiznu_Prayoga
1.17637e+18,366987179.0,Yurienst08,jokowi
110682056.0,1.31458e+18,Iluviatalks,kitabersatupadu
1.29023e+18,1.17438e+18,littlesquidyyy,Big_Be4r
1.29023e+18,8.70907e+17,littlesquidyyy,ledlaki
2704190382.0,1.25182e+18,a_ming_tse,Heraloebss
3220945615.0,1.4889e+18,_Supermei_,HarisRuslyMoti
1.34485e+18,3522129133.0,Fsae13729712,KemensetnegRI
167971259.0,1108629745.0,herriiyadi,unikaplale
902537317.0,1.32254e+18,barisaik2,langityang7
1379431842.0,9.03307e+17,MrsRachelIn,jumianto_RK_
8.8044e+17,366987179.0,jimitaluak,jokowi
1.25939e+18,366987179.0,LordBukan,jokowi
353575662.0,1.38404e+18,ZamanBadroez,Gelar_AM
8.25689e+17,366987179.0,sbatukali,jokowi
17066529.0,366987179.0,erickyoku,jokowi
91497321.0,243880064.0,anantaprayugo,NovalAssegaf
1226875580.0,147535405.0,SugiKawuloAlit,Gandawan
1065073322.0,243880064.0,SiPeNutur,NovalAssegaf
455916926.0,366987179.0,bekokjin,jokowi
1.49305e+18,366987179.0,albeechanalbee2,jokowi
9.28015e+17,20963426.0,BangBla38798559,korantempo
8.1046e+17,1.20652e+18,mrvpkzsk,Mythicalforest
1047153853.0,110312278.0,Kanzia_92,aniesbaswedan
1.34955e+18,1.4378e+18,Hermans_cepoe,PejabatHarian
1.38294e+18,9.19617e+17,Fadim98171431,SahabatSaber
1226875580.0,9.02828e+17,SugiKawuloAlit,keenan_group
1.48046e+18,1.04744e+18,pengamatpoli3k,RestuIlham9
143998423.0,444260943.0,mohsafrudin,Speedtrap_
332429265.0,366987179.0,yudhafrst,jokowi
1.23821e+18,366987179.0,Fachrul62927240,jokowi
1.42213e+18,2384696084.0,feroferraferri_,RonaldLampard8
1.2417e+18,366987179.0,DongenakDongora,jokowi
3160911589.0,154102750.0,LSimolangkir,Beritasatu
1.15859e+18,1.33884e+18,liaderliana,L3laki_5unyi
947180634.0,625536241.0,Ahmad_Fiveth,fitri_retnosa
322559270.0,1.30032e+18,forjakeu,kalla_jengking
75519522.0,625536241.0,Mrheza_f08,fitri_retnosa
1.44598e+18,529172135.0,Deto_thewi,faizwtsqlum
1034366124.0,7.29711e+17,amira_suud,UbedilahB
1.41388e+18,314950399.0,DanielLetelay8,ak03l
1.50301e+18,366987179.0,wahyu06hermawan,jokowi
1.25135e+18,2165860890.0,Bpribas1,SisiwittFrida
1.43638e+18,2198301883.0,chrisna_ardy,mr_adityason
8.28613e+17,43088704.0,plshn1,erickthohir
1.41489e+18,1.20211e+18,raka_semara,Leonita_Lestari
1.41489e+18,9.0141e+17,raka_semara,Luh_Jin66an
1.48811e+18,922669790.0,DebbyFhara,KotaNusantara
1.38294e+18,1.20211e+18,Fadim98171431,Leonita_Lestari
229316686.0,366987179.0,Shaggy_Solo,jokowi
116996115.0,366987179.0,bangepul77,jokowi
1.24966e+18,55507370.0,Abuhanny7,tvOneNews
7.99108e+17,4780649298.0,MudasirRomini,Dennysiregar7
1.33011e+18,1.20211e+18,2020Kadrun,Leonita_Lestari
1.26031e+18,1.37752e+18,Pongo44968875,Denia_Hasan99
1.08196e+18,110312278.0,Faisaltj8,aniesbaswedan
1.35468e+18,366987179.0,SFatoni_1,jokowi
3099124770.0,1.11799e+18,dewaaresta77,msaid_didu
1.4898e+18,1.11799e+18,pieteriskandar0,msaid_didu
428745773.0,366987179.0,tibylin,jokowi
1.47835e+18,366987179.0,hayati50049081,jokowi
1.44531e+18,17128975.0,BianFabian14,CNNIndonesia
1.41458e+18,105085302.0,tampakgeram,bachrum_achmadi
1.09812e+18,1.50263e+18,blackflag313,Tofa_Tofa_Tofa
261592991.0,1.15981e+18,icantbenice,ismyanotherlife
1.42299e+18,7.48158e+17,susantisyafa,pakarkampanye
1.09812e+18,3319260420.0,blackflag313,geloraco
2927058823.0,41730943.0,burboyo,VIVAcoid
1.33613e+18,1.18996e+18,Nurul34668065,TofaTofa_id
61151521.0,76995944.0,sugiyanta,ashnuu
1.47494e+18,366987179.0,Mbahhardiman,jokowi
1.33538e+18,34075325.0,Ach888i,ismailfahmi
301223540.0,72379256.0,rastafarun,matKabloy
1.47494e+18,1.33485e+18,Mbahhardiman,Mdy_Asmara1701
1.11695e+18,833172937.0,delArdian_,ABSetyono
185275415.0,833172937.0,Sherin_Tiara,ABSetyono
435004096.0,833172937.0,Aryprasetyo85,ABSetyono
1.28382e+18,833172937.0,Spy_Zone85,ABSetyono
1.25588e+18,833172937.0,s1b4d,ABSetyono
1.25587e+18,833172937.0,1ms1C,ABSetyono
485385284.0,1.40388e+18,ronavioleta,cak_an6
2917435673.0,2542665199.0,supari_yanto,YRadianto
108230103.0,1.33255e+18,kafirliberal,KetumProDEMnew
229316686.0,198412976.0,Shaggy_Solo,_ekokuntadhi
9.28518e+17,198412976.0,Zaienal21083362,_ekokuntadhi
1121449436.0,1.18008e+18,muispebrianto,WajahPribumi22
3244241894.0,1.27132e+18,Mar33Cj,KaredokLeunca__
9.72358e+17,833172937.0,FaGtng,ABSetyono
